rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
1,arxiv:2602.23545v2,Planning under Distribution Shifts with Causal POMDPs,2026,arXiv,http://arxiv.org/abs/2602.23545v2,Addresses continual robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robot skill half life under shift keeps action-critical alternatives explicit until a physical observation collapses them.
2,doi:10.3390/s26103140,Uncertainty-Calibrated Safety Gating for Vision–Language– Action Manipulation Under Domain Shift: Reliability Gains and Intervention–Efficiency Trade-Offs,2026,Sensors,https://doi.org/10.3390/s26103140,Addresses continual robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robot skill half life under shift keeps action-critical alternatives explicit until a physical observation collapses them.
3,title:lost in translation skills policy and the shift to skill ecosystems,Lost in translation? Skills policy and the shift to skill ecosystems,2012,Strathprints: The University of Strathclyde institutional repository (University of Strathclyde),https://openalex.org/W161294835,Addresses continual robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robot skill half life under shift keeps action-critical alternatives explicit until a physical observation collapses them.
4,doi:10.1186/s12984-019-0587-8,Learning and transfer of complex motor skills in virtual reality: a perspective review,2019,Journal of NeuroEngineering and Rehabilitation,https://doi.org/10.1186/s12984-019-0587-8,Addresses continual robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robot skill half life under shift keeps action-critical alternatives explicit until a physical observation collapses them.
5,doi:10.1177/2399654419864605,"Transformative top-down planning in a small African city: How residents in Bagamoyo, Tanzania connect with a city in motion",2021,Environment and Planning C: Politics and Space,https://doi.org/10.1177/2399654419864605,Addresses continual robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robot skill half life under shift keeps action-critical alternatives explicit until a physical observation collapses them.
6,doi:10.1007/s10015-024-00979-y,Evaluating how psychological senses and physical motions are affected by avatar shapes in a non-immersive environment,2025,Artificial Life and Robotics,https://doi.org/10.1007/s10015-024-00979-y,Addresses continual robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robot skill half life under shift keeps action-critical alternatives explicit until a physical observation collapses them.
7,doi:10.15607/rss.2023.xix.006,Robotic Table Tennis: A Case Study into a High Speed Learning System,2023,arXiv,http://arxiv.org/abs/2309.03315v2,Addresses continual robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robot skill half life under shift keeps action-critical alternatives explicit until a physical observation collapses them.
8,doi:10.1186/s12984-017-0247-9,Physical interface dynamics alter how robotic exosuits augment human movement: implications for optimizing wearable assistive devices,2017,Journal of NeuroEngineering and Rehabilitation,https://doi.org/10.1186/s12984-017-0247-9,Addresses continual robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robot skill half life under shift keeps action-critical alternatives explicit until a physical observation collapses them.
9,doi:10.1080/01691864.2025.2487608,Situation classification of living environment by daily life support robot using pre-trained large-scale vision-language model,2025,Advanced Robotics,https://doi.org/10.1080/01691864.2025.2487608,Addresses continual robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robot skill half life under shift keeps action-critical alternatives explicit until a physical observation collapses them.
10,doi:10.1111/cgf.13606,Skiing Simulation Based on Skill‐Guided Motion Planning,2019,Computer Graphics Forum,https://doi.org/10.1111/cgf.13606,Addresses continual robot learning or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Robot skill half life under shift keeps action-critical alternatives explicit until a physical observation collapses them.
